Healthy Voltage
-0.3361294451185307
-0.336157583285173
-0.3361876629622149
-0.3362198187310015
-0.3362541751603329
-0.3362908465698553
-0.3363299368110545
-0.33637153906402
-0.336415735648065
-0.3364625978442352
-0.3365121857277591
-0.3365645480085331
-0.3366197218778832
-0.3366777328600401
-0.33673859466707
-0.336802309056383
-0.3368688656904005
-0.3369382419985108
-0.3370104030420332
-0.3370853013835422
-0.3371628769625179
-0.337243056979839
-0.3373257557940946
-0.3374108748330401
-0.3374983025237619
-0.3375879142452436
-0.3376795723070517
-0.3377731259577826
-0.3378684114267321
-0.3379652520019717
-0.3380634581476454
-0.3381628276628635
-0.3382631458840965
-0.3383641859325148
-0.3384657090072517
-0.3385674647251758
-0.3386691915073547
-0.3387699416672366
-0.3388698260092817
-0.338968950864594
-0.339067417888266
-0.3391646633867832
-0.3392601025758855
-0.3393534101447464
-0.3394444162420568
-0.3395326914734412
-0.3396178069622495
-0.3396993352406275
-0.3397768901744389
-0.3398502532692279
-0.3399190710060701
-0.3399829894095632
-0.3400416550208457
-0.3400947158934329
-0.3401418226107254
-0.340182629324222
-0.3402167948115517
-0.3402439835534749
-0.3402638668288992
-0.3402761238267244
-0.3402804427729943
-0.3402765220713263
-0.3402640714540185
-0.3402428131405444
-0.3402124829994847
-0.3401728317092833
-0.3401236259126278
-0.340064649358724
-0.339995704027258
-0.3399166112274383
-0.3398272126651567
-0.3397273714710417
-0.339616973181966
-0.3394959266684645
-0.3393641650004468
-0.3392216462436555
-0.3390683541794204
-0.3389042989404711
-0.338729517555854
-0.3385440743983555
-0.3383480615282591
-0.3381415989277619
-0.3379248346209371
-0.3376979446747536
-0.3374611330773823
-0.337214631490785
-0.3369586988754533
-0.3366936209860917
-0.3364197097380642
-0.3361373024455079
-0.3358467609331635
-0.3355490042291341
-0.3352445580494732
-0.3349333529804965
-0.334615320794399
-0.3342903945251859
-0.3339599554099763
-0.3336245023193122
-0.3332845475900682
-0.3329406152666849
-0.3325932392903215
-0.3322429616468807
-0.331890297802169
-0.3315358214341777
-0.3311801069352808
-0.3308237274975303
-0.330467222948019
-0.3301111315232368
-0.3297559985762126
-0.3294023625525828
-0.3290507532645035
-0.3287016902274625
-0.328355681067345
-0.3280132200042514
-0.3276747864187355
-0.3273408435053443
-0.3270118370175648
-0.3266881941075826
-0.3263703222635861
-0.3260586083467381
-0.3257534177293447
-0.3254550935352364
-0.3251639559828468
-0.3248803018310277
-0.3246044039271575
-0.3243365108566904
-0.3240768466928285
-0.3238256108445996
-0.3235829780011968
-0.323349098170072
-0.3231240968059016
-0.3229080750272357
-0.3227011332475289
-0.3225033094016488
-0.322314617909062
-0.3221350502761559
-0.3219646152951665
-0.3218032778074326
-0.3216509812168056
-0.3215076490141474
-0.3213731856008215
-0.3212474771567125
-0.3211303925479087
-0.3210217842691829
-0.3209214894163967
-0.3208293306839949
-0.3207451173828055
-0.3206686464734433
-0.3205997036107123
-0.320538064194524
-0.3204834944229953
-0.320435752343539
-0.3203945888979517
-0.3203597489576681
-0.3203309723455558
-0.3203079948408146
-0.3202905491637488
-0.3202783659373913
-0.3202711746231576
-0.320268704427921
-0.3202706851801036
-0.320276848172584
-0.3202869269704337
-0.3203006581816968
-0.3203177821896442
-0.3203380438451296
-0.3203607990027848
-0.3203860503185368
-0.3204137995008736
-0.3204440473309226
-0.3204763404914505
-0.320510367604841
-0.3205459206373279
-0.320582800028351
-0.3206208149953756
-0.3206597837958302
-0.3206995339467938
-0.3207399024032011
-0.3207807356954957
-0.3208218900277541
-0.3208632313374561
-0.3209046353181572
-0.3209459874064284
-0.3209871827344993
-0.3210281260501236
-0.3210687316052367
-0.3211089230150371
-0.3211486330891642
-0.3211878036366819
-0.3212263852466144
-0.3212643370457879
-0.3213016264357625
-0.3213382288106224
-0.3213741272573991
-0.3214093122408898
-0.3214437812746232
-0.3214775385797142
-0.32151059473333
-0.3215429663084759
